Player + Season,Player,Rights,Position,Leagues,Teams,Season ,Draft Year,Age,DY-1 NHLe,NHLe,Star %,Make %
https://www.eliteprospects.com/player/473258/willy-halmkronaWilly Halmkrona2022,Willy Halmkrona,Unsigned,D,"division-1, j20-elit","Kiruna IF, Kiruna IF J20",2022,2,19.66,0.88,1.54,0.11%,0.06%
https://www.eliteprospects.com/player/576750/benjamin-braseyBenjamin Brasey2022,Benjamin Brasey,Unsigned,D,u20-elit,Gotteron U20,2022,1,18.65,0.42,1.35,0.11%,0.07%
https://www.eliteprospects.com/player/510106/filip-bjorkmanFilip Bjorkman2022,Filip Bjorkman,Unsigned,F,"allsvenskan, superelit","Mora IK, Mora IK J20",2022,1,18.38,1.71,4.74,0.11%,0.38%
https://www.eliteprospects.com/player/339229/cody-houghCody Hough2022,Cody Hough,Unsigned,D,sjhl,Humboldt Broncos,2022,3,20.07,0.93,1.96,0.11%,0.17%
https://www.eliteprospects.com/player/312812/nikita-alexandrovNikita Alexandrov2022,Nikita Alexandrov,Unsigned,D,vhl,totals,2022,5,22.33,0.14,2.56,0.11%,1.90%
https://www.eliteprospects.com/player/512828/igor-rydchenkoIgor Rydchenko2022,Igor Rydchenko,Unsigned,D,"khl, mhl, vhl","Vityaz Podolsk, Russkie Vityazi Chekhov, HK Ryazan",2022,3,20.24,2.2,1.91,0.11%,0.31%
https://www.eliteprospects.com/player/490241/yegor-sergiyenyaYegor Sergiyenya2022,Yegor Sergiyenya,Unsigned,F,belarus-vysshaya,HK Gomel-2,2022,4,21.31,1.34,5.7,0.11%,0.06%
https://www.eliteprospects.com/player/623772/wyatt-wurstWyatt Wurst2022,Wyatt Wurst,Unsigned,D,"ushs-mn, nahl","Edina High, St. Cloud Norsemen",2022,0,17.75,0.4,1.09,0.11%,0.42%
https://www.eliteprospects.com/player/413181/a.j.-macaulayA.J. Macaulay2022,A.J. Macaulay,Unsigned,D,ajhl,Bonnyville Pontiacs,2022,2,19.43,,3.84,0.11%,0.14%
https://www.eliteprospects.com/player/575018/shea-van-olmShea Van Olm2022,Shea Van Olm,Unsigned,F,whl,Edmonton Oil Kings,2022,0,17.53,0,3.31,0.11%,0.42%
https://www.eliteprospects.com/player/418247/thomas-weisThomas Weis2022,Thomas Weis,Unsigned,F,ushl,Fargo Force,2022,2,19.6,,3.6,0.11%,0.11%
https://www.eliteprospects.com/player/282506/jordan-biroJordan Biro2022,Jordan Biro,Unsigned,F,ncaa,Colorado College,2022,4,21.1,1.7,5.9,0.11%,0.09%
https://www.eliteprospects.com/player/643290/vilgot-anderssonVilgot Andersson2022,Vilgot Andersson,Unsigned,F,j18-elit,totals,2022,0,17.67,1.32,3.13,0.11%,0.28%
https://www.eliteprospects.com/player/264488/anton-johanssonAnton Johansson2022,Anton Johansson,Unsigned,F,division-1,Visby/Roma,2022,5,22.43,2.26,8.18,0.11%,0.19%
https://www.eliteprospects.com/player/583663/david-muratovDavid Muratov2022,David Muratov,Unsigned,D,kazakhstan,totals,2022,3,20.53,0.66,0.61,0.11%,0.12%
https://www.eliteprospects.com/player/473357/david-janikDavid Janik2022,David Janik,Unsigned,D,slovakia2,HK Spartak Dubnica,2022,4,21.1,0.3,0.8,0.11%,0.16%
https://www.eliteprospects.com/player/695068/nicholas-yearwoodNicholas Yearwood2022,Nicholas Yearwood,Unsigned,F,"ohl, gojhl","London Knights, Komoka Kings",2022,0,17.17,,2.09,0.11%,0.32%
https://www.eliteprospects.com/player/410591/jack-seymourJack Seymour2022,Jack Seymour,Unsigned,F,"ajhl, bchl","Brooks Bandits, Chilliwack Chiefs",2022,3,20.44,0.95,4.36,0.11%,0.11%
https://www.eliteprospects.com/player/537886/david-natnyDavid Natny2022,David Natny,Unsigned,D,"slovakia, slovakia-u20, slovakia2","HK Dukla Trencin, totals, totals",2022,0,17.51,1.4,0.97,0.11%,0.29%
https://www.eliteprospects.com/player/316722/lukas-bach-nielsenLukas Bach Nielsen2022,Lukas Bach Nielsen,Unsigned,F,denmark,Odense Bulldogs,2022,4,21.48,1.17,6.3,0.11%,0.15%
https://www.eliteprospects.com/player/689530/collin-stewartCollin Stewart2022,Collin Stewart,Unsigned,D,ushs-mn,Hastings High,2022,0,17.26,0.83,2.2,0.11%,0.16%
https://www.eliteprospects.com/player/368105/julian-mettlerJulian Mettler2022,Julian Mettler,Unsigned,F,nlb,GC Kusnacht Lions,2022,3,20.98,4.65,8.26,0.11%,0.09%
https://www.eliteprospects.com/player/463835/simon-svahnSimon Svahn2022,Simon Svahn,Unsigned,F,division-2,Fagersta AIK,2022,2,19.68,1.59,2.41,0.11%,0.15%
https://www.eliteprospects.com/player/699008/ilya-yepishchevIlya Yepishchev2022,Ilya Yepishchev,Unsigned,F,"nmhl, mhl","Dynamo-Yunior St. Petersburg, MHK Dynamo St. Petersburg",2022,1,18.62,7.27,3.11,0.11%,0.18%
https://www.eliteprospects.com/player/529551/brett-pfohBrett Pfoh2022,Brett Pfoh,Unsigned,F,ajhl,Spruce Grove Saints,2022,2,19.65,,6.89,0.11%,0.17%
https://www.eliteprospects.com/player/574618/joel-sjobergJoel Sjoberg2022,Joel Sjoberg,Unsigned,D,"j20-div.1, division-4","Hasselby Kalvesta J20, Hasselby Kalvesta",2022,1,18.47,0.17,0.54,0.11%,0.10%
https://www.eliteprospects.com/player/332312/konsta-hirvonenKonsta Hirvonen2022,Konsta Hirvonen,Unsigned,F,"liiga, mestis","Pelicans, Peliitat",2022,3,20.87,3.78,5.75,0.11%,0.13%
https://www.eliteprospects.com/player/422328/owen-forfellowOwen Forfellow2022,Owen Forfellow,Unsigned,D,pijhl,Chilliwack Jets,2022,2,19.57,0.37,0.47,0.11%,0.12%
https://www.eliteprospects.com/player/734063/blake-lueckBlake Lueck2022,Blake Lueck,Unsigned,F,ushs-mn,Spring Lake Park High,2022,0,17.89,4.27,5.02,0.11%,0.25%
https://www.eliteprospects.com/player/568045/kirill-marvanovKirill Marvanov2022,Kirill Marvanov,Unsigned,D,nmhl,Sokol Novocheboksarsk,2022,2,19.45,0.4,1.91,0.11%,0.10%
https://www.eliteprospects.com/player/408698/austin-clyneAustin Clyne2022,Austin Clyne,Unsigned,D,mjhl,Neepawa Titans,2022,2,19.85,0.54,2.78,0.11%,0.04%
https://www.eliteprospects.com/player/646915/tom-wikmanTom Wikman2022,Tom Wikman,Unsigned,F,j18-elit,Valbo HC J18,2022,0,17.41,1.61,1.76,0.11%,0.35%
https://www.eliteprospects.com/player/350436/love-bergvallLove Bergvall2022,Love Bergvall,Unsigned,D,nahl,Fairbanks Ice Dogs,2022,3,20.3,0.35,1.42,0.11%,0.96%
https://www.eliteprospects.com/player/535810/noah-eyreNoah Eyre2022,Noah Eyre,Unsigned,F,ushs-prep,Shattuck St. Mary's 18U Prep,2022,0,17.23,2.84,1.67,0.11%,0.33%
https://www.eliteprospects.com/player/521669/owen-boucherOwen Boucher2022,Owen Boucher,Unsigned,D,whl,Winnipeg Ice,2022,0,17.58,0.58,1.7,0.11%,0.21%
https://www.eliteprospects.com/player/587565/landon-parkerLandon Parker2022,Landon Parker,Unsigned,F,bchl,Wenatchee Wild,2022,1,18.99,3.87,2.92,0.11%,0.18%
https://www.eliteprospects.com/player/573195/william-charles-bishopWilliam-Charles Bishop2022,William-Charles Bishop,Unsigned,D,qmjhl,Sherbrooke Phoenix,2022,0,17.4,,1.42,0.11%,0.48%
https://www.eliteprospects.com/player/532558/andrei-zamurayevAndrei Zamurayev2022,Andrei Zamurayev,Unsigned,D,nmhl,HK Belgorod,2022,3,20.46,,2.86,0.11%,0.13%
https://www.eliteprospects.com/player/481442/jackson-bohanJackson Bohan2022,Jackson Bohan,Unsigned,D,"ajhl, sjhl","Whitecourt Wolverines, Melville Millionaires",2022,3,20.58,0.31,1.52,0.11%,0.05%
https://www.eliteprospects.com/player/665924/ilya-karpovIlya Karpov2022,Ilya Karpov,Unsigned,D,nmhl,Tverichi Tver,2022,2,19.32,0.85,0.59,0.11%,0.78%
https://www.eliteprospects.com/player/539079/desmond-arthursDesmond Arthurs2022,Desmond Arthurs,Unsigned,F,bchl,Victoria Grizzlies,2022,1,18.55,1.27,0.73,0.11%,0.42%
https://www.eliteprospects.com/player/382160/mathias-laferriereMathias Laferriere2022,Mathias Laferriere,St. Louis Blues,F,ahl,Springfield Thunderbirds,2022,4,21.22,3.72,5.13,0.11%,1.53%
https://www.eliteprospects.com/player/541522/jonathan-bergstromJonathan Bergstrom2022,Jonathan Bergstrom,Unsigned,D,j20-elit,IF Sundsvall Hockey J20,2022,2,19.57,0.44,0.78,0.11%,0.11%
https://www.eliteprospects.com/player/536539/cameron-newsonCameron Newson2022,Cameron Newson,Unsigned,D,pijhl,White Rock Whalers,2022,2,19.64,0.93,0.78,0.11%,0.04%
https://www.eliteprospects.com/player/521768/ethan-willoughbyEthan Willoughby2022,Ethan Willoughby,Unsigned,D,bchl,Trail Smoke Eaters,2022,2,19.5,0.68,1.17,0.11%,0.19%
https://www.eliteprospects.com/player/415038/noah-szretterNoah Szretter2022,Noah Szretter,Unsigned,D,nahl,Jamestown Rebels,2022,3,20.14,0.65,2.33,0.11%,0.15%
https://www.eliteprospects.com/player/506448/ryan-sullivanRyan Sullivan2022,Ryan Sullivan,Unsigned,F,ajhl,Camrose Kodiaks,2022,2,19.34,,4.77,0.11%,0.39%
https://www.eliteprospects.com/player/560882/kristopher-clarkKristopher Clark2022,Kristopher Clark,Unsigned,D,nojhl,Soo Eagles,2022,1,18.63,,0.79,0.11%,0.20%
https://www.eliteprospects.com/player/689491/parker-comstockParker Comstock2022,Parker Comstock,Unsigned,F,"usphl-premier, ushs-mn","Rum River Mallards, Sartell-St. Stephen High",2022,0,17.21,1.25,2.05,0.11%,0.31%
https://www.eliteprospects.com/player/484756/marcus-almlowMarcus Almlow2022,Marcus Almlow,Unsigned,F,"division-1, division-2, j20-elit","HC Dalen, HA74, HC Dalen J20",2022,2,19.6,0.4,1.07,0.11%,0.12%
https://www.eliteprospects.com/player/493468/jesper-vedinJesper Vedin2022,Jesper Vedin,Unsigned,D,"division-2, j20-div.1, j20-elit","IFK Tumba, IFK Tumba J20, Nacka HK J20",2022,1,18.86,0.37,0.32,0.11%,0.07%
https://www.eliteprospects.com/player/591438/matvei-yeninMatvei Yenin2022,Matvei Yenin,Unsigned,F,nmhl,HK Rossosh,2022,2,19.46,3.8,4.28,0.11%,0.07%
https://www.eliteprospects.com/player/309630/jordan-timmonsJordan Timmons2022,Jordan Timmons,Unsigned,F,"echl, ncaa","Idaho Steelheads, Long Island Univ.",2022,5,22.89,,8.3,0.11%,1.33%
https://www.eliteprospects.com/player/532925/roman-shirobokovRoman Shirobokov2022,Roman Shirobokov,Unsigned,F,nmhl,Progress Glazov,2022,3,20.38,6.28,6.44,0.11%,0.12%
https://www.eliteprospects.com/player/500356/jesper-edmanJesper Edman2022,Jesper Edman,Unsigned,D,division-1,Ornskoldsvik HF,2022,2,19.46,0.27,0,0.11%,0.02%
https://www.eliteprospects.com/player/331482/baptiste-brucheBaptiste Bruche2022,Baptiste Bruche,Unsigned,F,france,Amiens,2022,4,21.63,,6.84,0.11%,0.36%
https://www.eliteprospects.com/player/417524/dave-andersonDave Anderson2022,Dave Anderson,Unsigned,D,usphl-premier,Minnesota Moose,2022,2,19.69,,1.4,0.11%,0.19%
https://www.eliteprospects.com/player/698226/yevgeni-trufanovYevgeni Trufanov2022,Yevgeni Trufanov,Unsigned,F,mhl,SKA-Varyagi im. Morozova,2022,1,18.46,3.79,4.8,0.11%,0.20%
https://www.eliteprospects.com/player/529824/benjamin-quinnBenjamin Quinn2022,Benjamin Quinn,Unsigned,D,"u20-elit, nlb","GCK Lions U20, GC Kusnacht Lions",2022,0,17.38,0.45,0.51,0.11%,0.41%
https://www.eliteprospects.com/player/506358/blake-setterBlake Setter2022,Blake Setter,Unsigned,F,ajhl,Calgary Canucks,2022,1,18.62,1.09,1.96,0.11%,0.25%
https://www.eliteprospects.com/player/794487/ivan-shatiloIvan Shatilo2022,Ivan Shatilo,Unsigned,D,belarus-vysshaya,Team Belarus U18,2022,0,17.13,1.53,1.23,0.11%,0.26%
https://www.eliteprospects.com/player/714595/ivan-syryshchevIvan Syryshchev2022,Ivan Syryshchev,Unsigned,D,nmhl,Sokol Novocheboksarsk,2022,1,18.63,0.94,1.32,0.11%,0.08%
https://www.eliteprospects.com/player/710468/lucas-buzziolLucas Buzziol2022,Lucas Buzziol,Unsigned,F,ojhl,Milton Menace,2022,0,17.45,,2.7,0.11%,0.25%
https://www.eliteprospects.com/player/646152/charlie-barnesCharlie Barnes2022,Charlie Barnes,Unsigned,D,gojhl,totals,2022,0,17.18,,0.75,0.11%,0.49%
https://www.eliteprospects.com/player/285327/connor-caponiConnor Caponi2022,Connor Caponi,Unsigned,F,ncaa,Univ. of Denver,2022,4,21.49,,2.21,0.11%,0.10%
https://www.eliteprospects.com/player/425689/jacob-santerreJacob Santerre2022,Jacob Santerre,Unsigned,F,mjahl,Miramichi Timberwolves,2022,1,18.91,1.41,4.45,0.11%,0.27%
https://www.eliteprospects.com/player/763084/matthew-limMatthew Lim2022,Matthew Lim,Unsigned,F,naphl-18u,Tri-Valley Bulls 18U AA 1,2022,0,17.88,2.64,4.36,0.11%,0.20%
https://www.eliteprospects.com/player/568548/yuri-karabanovYuri Karabanov2022,Yuri Karabanov,Unsigned,D,belarus-vysshaya,HK Brest-2,2022,4,21.34,,2.79,0.11%,0.04%
https://www.eliteprospects.com/player/382870/benjamin-bougroBenjamin Bougro2022,Benjamin Bougro,Unsigned,F,"u20-elit, nlb","Lausanne U20, HC Sierre",2022,1,18.21,2.3,2.62,0.11%,0.09%
https://www.eliteprospects.com/player/486946/axel-nasstromAxel Nasstrom2022,Axel Nasstrom,Unsigned,F,superelit,MoDo Hockey J20,2022,1,18.09,1.94,4,0.11%,0.18%
https://www.eliteprospects.com/player/297747/ludvik-rutarLudvik Rutar2022,Ludvik Rutar,Unsigned,D,czech2,Draci Sumperk,2022,5,22.33,,2.02,0.11%,0.59%
https://www.eliteprospects.com/player/292128/semyon-zakharovSemyon Zakharov2022,Semyon Zakharov,Unsigned,F,russia3,Krasnoyarskie Rysi,2022,3,20.35,2.65,3.32,0.11%,0.14%
https://www.eliteprospects.com/player/562427/kaiden-ellertsonKaiden Ellertson2022,Kaiden Ellertson,Unsigned,D,ajhl,Blackfalds Bulldogs,2022,0,17.27,1.65,1.09,0.11%,0.35%
https://www.eliteprospects.com/player/450757/igor-shmelyovIgor Shmelyov2022,Igor Shmelyov,Unsigned,F,nmhl,Arktika Murmansk,2022,3,20.38,1.43,4.57,0.11%,0.12%
https://www.eliteprospects.com/player/606063/viktor-bergqvistViktor Bergqvist2022,Viktor Bergqvist,Unsigned,D,"denmark2, denmark-u20","Rungsted IK, Rungsted U20",2022,1,18.32,0.25,0.34,0.11%,0.05%
https://www.eliteprospects.com/player/546800/nils-strandberg-sarenNils Strandberg Saren2022,Nils Strandberg Saren,Unsigned,D,"shl, superelit","Djurgardens IF, Djurgardens IF J20",2022,1,18.74,1.17,3.21,0.11%,0.07%
https://www.eliteprospects.com/player/329493/filip-perssonFilip Persson2022,Filip Persson,Unsigned,D,division-1,Halmstad Hammers HC,2022,4,21.04,1.21,2.23,0.11%,0.83%
https://www.eliteprospects.com/player/635922/luke-faasLuke Faas2022,Luke Faas,Unsigned,D,usphl-premier,Ogden Mustangs,2022,0,17.75,,3.3,0.11%,0.33%
https://www.eliteprospects.com/player/845397/jake-betonJake Beton2022,Jake Beton,Unsigned,D,"ushs-mn, naphl-18u","Farmington High, MN Grey Ducks 18U AAA",2022,0,17.42,0,0.95,0.11%,0.26%
https://www.eliteprospects.com/player/463436/albin-henrikssonAlbin Henriksson2022,Albin Henriksson,Unsigned,D,"division-2, j20-div.1","Olofstroms IK, Olofstroms IK J20",2022,2,19.22,0.38,1.16,0.11%,0.04%
https://www.eliteprospects.com/player/537548/ian-devlinIan Devlin2022,Ian Devlin,Unsigned,D,bchl,Coquitlam Express,2022,2,19.69,,2.68,0.11%,0.17%
https://www.eliteprospects.com/player/618282/dmitri-galiakberovDmitri Galiakberov2022,Dmitri Galiakberov,Unsigned,D,mhl,Tyumenski Legion,2022,1,18.6,0.84,0,0.11%,0.06%
https://www.eliteprospects.com/player/603670/gavin-lindbergGavin Lindberg2022,Gavin Lindberg,Unsigned,F,"ushs-mn, ushl","Moorhead High, Waterloo Black Hawks",2022,0,17.4,1.44,3.64,0.11%,0.46%
https://www.eliteprospects.com/player/658513/aj-beugenAj Beugen2022,Aj Beugen,Unsigned,F,usphl-premier,Tampa Bay Juniors,2022,1,18.72,3.72,1.83,0.11%,0.11%
https://www.eliteprospects.com/player/414860/drew-johnstonDrew Johnston2022,Drew Johnston,Unsigned,F,mjahl,Grand Falls Rapids,2022,3,20.05,,3,0.11%,0.24%
https://www.eliteprospects.com/player/557423/marek-putalaMarek Putala2022,Marek Putala,Unsigned,D,slovakia2,HK Spartak Dubnica,2022,2,19.03,1.95,1.43,0.11%,0.02%
https://www.eliteprospects.com/player/541500/oskar-larssonOskar Larsson2022,Oskar Larsson,Unsigned,D,division-2,Burtrask HC,2022,2,19.17,0.46,0.39,0.11%,0.09%
https://www.eliteprospects.com/player/470674/marko-huhtanenMarko Huhtanen2022,Marko Huhtanen,Unsigned,D,u20 sm-liiga,Ilves U20,2022,3,20.65,0.4,2.05,0.11%,0.25%
https://www.eliteprospects.com/player/275263/jakub-urbanekJakub Urbanek2022,Jakub Urbanek,Unsigned,F,"slovakia, slovakia2","totals, HC Modre Kridla Slovan",2022,5,22.23,1.56,10.85,0.11%,2.01%
https://www.eliteprospects.com/player/244701/oliver-odman-hadzinikolicOliver Odman Hadzinikolic2022,Oliver Odman Hadzinikolic,Unsigned,F,division-1,Wings HC Arlanda,2022,5,22.77,3.31,5.1,0.11%,0.05%
https://www.eliteprospects.com/player/551194/nathan-mulderNathan Mulder2022,Nathan Mulder,Unsigned,D,naphl-18u,Northstar Christian Acad 18U AAA,2022,1,18.57,0.45,0.79,0.11%,0.10%
https://www.eliteprospects.com/player/440915/niklas-gronlundNiklas Gronlund2022,Niklas Gronlund,Unsigned,D,u20 sm-liiga,Lukko U20,2022,2,19.67,1.27,1.06,0.11%,0.06%
https://www.eliteprospects.com/player/484200/jon-hellerJon Heller2022,Jon Heller,Unsigned,D,usphl-premier,Tampa Bay Juniors,2022,3,20.15,,2.1,0.11%,0.68%
https://www.eliteprospects.com/player/568976/dmitri-arzhanovDmitri Arzhanov2022,Dmitri Arzhanov,Unsigned,F,mhl,MHK Molot Perm,2022,1,18.94,2.61,7.78,0.11%,0.18%
https://www.eliteprospects.com/player/423767/peter-sandorPeter Sandor2022,Peter Sandor,Unsigned,F,slovakia2,HK Gladiators Trnava,2022,3,20.43,0.83,4.38,0.11%,0.19%
https://www.eliteprospects.com/player/420923/alexander-lyakhovAlex Lyakhov2022,Alex Lyakhov,Unsigned,D,vhl,Neftyanik Almetievsk,2022,5,22.4,0.76,1.5,0.11%,0.12%
https://www.eliteprospects.com/player/428864/andreas-okanyAndreas Okany2022,Andreas Okany,Unsigned,F,"u20 sm-liiga, liiga","KalPa U20, KalPa",2022,2,19.88,2.93,6.71,0.11%,0.11%
https://www.eliteprospects.com/player/477587/riley-wallackRiley Wallack2022,Riley Wallack,Unsigned,F,bchl,Langley Rivermen,2022,3,20.45,,7.44,0.11%,1.29%
https://www.eliteprospects.com/player/539882/santiago-nafSantiago Naf2022,Santiago Naf,Unsigned,F,"u20-elit, nla","Bern U20, SC Bern",2022,2,19.27,0.9,4.38,0.11%,0.49%
https://www.eliteprospects.com/player/477754/quaid-andersonQuaid Anderson2022,Quaid Anderson,Unsigned,D,bchl,Cranbrook Bucks,2022,3,20.24,0.58,0.98,0.11%,0.09%
https://www.eliteprospects.com/player/648156/jonathan-karlssonJonathan Karlsson2022,Jonathan Karlsson,Unsigned,F,"j18-elit, superelit, j18 allsvenskan","Brynas IF J18, Brynas IF J20, Brynas IF J18",2022,0,17.13,2.2,3.14,0.11%,0.36%
https://www.eliteprospects.com/player/320652/anthony-starkAnthony Stark2022,Anthony Stark,Unsigned,D,ncaa,Colgate Univ.,2022,5,22.44,1.31,1.1,0.11%,0.01%
https://www.eliteprospects.com/player/596164/alfred-aaltoAlfred Aalto2022,Alfred Aalto,Unsigned,F,superelit,Vasteras IK J20,2022,0,17.89,2.11,4.82,0.11%,0.30%
https://www.eliteprospects.com/player/526026/stevie-leskovarStevie Leskovar2022,Stevie Leskovar,Unsigned,D,"ohl, ojhl","Peterborough Petes, Lindsay Muskies",2022,0,17.02,,0.21,0.11%,0.52%
https://www.eliteprospects.com/player/522394/adam-srdinkoAdam Srdinko2022,Adam Srdinko,Unsigned,D,u20 sm-liiga,KooKoo U20,2022,0,17.91,1.14,2.1,0.11%,0.29%
https://www.eliteprospects.com/player/383981/vadim-yefimovVadim Yefimov2022,Vadim Yefimov,Unsigned,D,vhl,Buran Voronezh,2022,5,22.96,,3.67,0.11%,0.07%
https://www.eliteprospects.com/player/599197/tiago-axel-vinterbergTiago Axel Vinterberg2022,Tiago Axel Vinterberg,Unsigned,F,denmark-u20,Herlev U20,2022,0,17.19,0.2,0.34,0.11%,0.53%
https://www.eliteprospects.com/player/655534/tyler-schmittTyler Schmitt2022,Tyler Schmitt,Unsigned,F,usphl-premier,Rum River Mallards,2022,1,18.35,2.06,3.45,0.11%,0.37%
https://www.eliteprospects.com/player/364243/nikolai-jensonNikolai Jenson2022,Nikolai Jenson,Unsigned,D,ncaa,Univ. of New Hampshire,2022,4,21.13,,3.18,0.11%,0.25%
https://www.eliteprospects.com/player/565367/erik-brenkleErik Brenkle2022,Erik Brenkle,Unsigned,D,"j18-elit, superelit, j18 allsvenskan","Orebro HK J18, Orebro HK J20, Orebro HK J18",2022,0,17.69,0.24,1.28,0.11%,0.26%
https://www.eliteprospects.com/player/644155/ilya-sidorukIlya Sidoruk2022,Ilya Sidoruk,Unsigned,D,"belarus, belarus-vysshaya","HK Vitebsk, HK Vitebsk-2",2022,2,19.53,,1.92,0.11%,0.28%
https://www.eliteprospects.com/player/589053/matvei-startsevMatvei Startsev2022,Matvei Startsev,Unsigned,D,mhl,MHK Krylia Sovetov Moskva,2022,2,19.03,1.76,1.01,0.11%,0.18%
https://www.eliteprospects.com/player/568781/sebastian-frojdSebastian Frojd2022,Sebastian Frojd,Unsigned,D,"j18-elit, j18 allsvenskan","Frolunda HC J18, Frolunda HC J18",2022,0,17.22,0.3,1.41,0.11%,0.22%
https://www.eliteprospects.com/player/707582/jackson-millerJackson Miller2022,Jackson Miller,Unsigned,D,ushs-mn,Woodbury High,2022,0,17.3,0.42,0.68,0.11%,0.19%
https://www.eliteprospects.com/player/577246/rasim-shakirovRasim Shakirov2022,Rasim Shakirov,Unsigned,F,mhl,Sputnik Almetievsk,2022,2,19.6,6.28,5.97,0.11%,0.23%
https://www.eliteprospects.com/player/520510/tyler-parkTyler Park2022,Tyler Park,Unsigned,D,mjhl,Swan Valley Stampeders,2022,1,18.86,0.56,1.17,0.11%,0.04%
https://www.eliteprospects.com/player/396881/alexander-dryagilevAlex Dryagilev2022,Alex Dryagilev,Unsigned,F,vhl,Yugra Khanty-Mansiysk,2022,4,21.47,1.39,7.08,0.11%,0.20%
https://www.eliteprospects.com/player/382350/lukas-mannesLukas Mannes2022,Lukas Mannes,Unsigned,D,germany3,ESC Moskitos Essen,2022,3,20.31,0.08,2.28,0.11%,0.46%
https://www.eliteprospects.com/player/713873/leonid-boikovLeonid Boikov2022,Leonid Boikov,Unsigned,F,mhl,MHK Dynamo St. Petersburg,2022,0,17.02,2.15,1.26,0.11%,0.36%
https://www.eliteprospects.com/player/595290/alexander-grebtsovAlex Grebtsov2022,Alex Grebtsov,Unsigned,F,nmhl,HK Bobrov,2022,2,19.5,0.79,3.76,0.11%,0.37%
https://www.eliteprospects.com/player/486825/gustav-palmbergGustav Palmberg2022,Gustav Palmberg,Unsigned,D,j20-elit,BIK Karlskoga J20,2022,2,19.51,0.44,0.8,0.11%,0.66%
https://www.eliteprospects.com/player/395856/mikhail-semenekoMikhail Semeneko2022,Mikhail Semeneko,Unsigned,D,vhl,HK Tambov,2022,4,21.71,1.15,4.75,0.11%,0.83%
https://www.eliteprospects.com/player/615535/dominik-pavlataDominik Pavlata2022,Dominik Pavlata,Unsigned,F,czech-u20,HC Dynamo Pardubice U20,2022,0,17.46,,3.55,0.11%,0.36%
https://www.eliteprospects.com/player/517101/vladislav-barkovskyVladislav Barkovsky2022,Vladislav Barkovsky,Unsigned,D,belarus,Yunost Minsk,2022,3,20.61,3.21,2.96,0.11%,0.21%
https://www.eliteprospects.com/player/483502/grady-laneGrady Lane2022,Grady Lane,Unsigned,F,whl,Spokane Chiefs,2022,1,18.47,1.66,2.48,0.11%,0.37%
https://www.eliteprospects.com/player/451576/bogdan-ponomarenkoBogdan Ponomarenko2022,Bogdan Ponomarenko,Unsigned,F,nmhl,Polyot Rybinsk,2022,3,20.58,1.59,2.95,0.11%,0.09%
https://www.eliteprospects.com/player/718541/brady-jonesBrady Jones2022,Brady Jones,Unsigned,D,naphl-18u,Northstar Christian Acad 18U AAA,2022,0,17.45,0.71,1.32,0.11%,0.23%
https://www.eliteprospects.com/player/476623/devin-aubinDevin Aubin2022,Devin Aubin,Unsigned,D,whl,Victoria Royals,2022,1,18.5,0.38,2.15,0.11%,0.03%
https://www.eliteprospects.com/player/311521/mick-schupbachMick Schupbach2022,Mick Schupbach,Unsigned,D,nlb,EHC Winterthur,2022,5,22.44,0.56,1.68,0.11%,0.06%
https://www.eliteprospects.com/player/542978/malte-krenzlinMalte Krenzlin2022,Malte Krenzlin,Unsigned,D,del2,Heilbronner Falken,2022,1,18.1,,3.65,0.11%,0.30%
https://www.eliteprospects.com/player/349237/jan-grimJan Grim2022,Jan Grim,Unsigned,F,"czech, czech u18, czech2","BK Mlada Boleslav, BK Mlada Boleslav U18, HC Slovan Usti nad Labem",2022,4,21.54,,4.49,0.11%,0.12%
https://www.eliteprospects.com/player/361846/sergei-goncharukSergei Goncharuk2022,Sergei Goncharuk,Unsigned,F,khl,Torpedo Nizhny Novgorod,2022,5,22.18,4.4,7.03,0.11%,0.40%
